"module name","license","repository"
"which-module@2.0.1","ISC","https://github.com/nexdrew/which-module"
"which@1.3.1","ISC","https://github.com/isaacs/node-which"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"winston-daily-rotate-file@4.7.1","MIT","https://github.com/winstonjs/winston-daily-rotate-file"
"winston-transport@4.5.0","MIT","https://github.com/winstonjs/winston-transport"
"winston@3.10.0","MIT","https://github.com/winstonjs/winston"
"wpp-api@3.0.9","MIT",""
"wrap-ansi@6.2.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.11.0","MIT","https://github.com/websockets/ws"
"ws@8.5.0","MIT","https://github.com/websockets/ws"
"y18n@4.0.3","ISC","https://github.com/yargs/y18n"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yaml@2.0.0-1","ISC","https://github.com/eemeli/yaml"
"yargs-parser@18.1.3","ISC","https://github.com/yargs/yargs-parser"
"yargs@15.4.1","MIT","https://github.com/yargs/yargs"
"yauzl@2.10.0","MIT","https://github.com/thejoshwolfe/yauzl"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
"z-schema@5.0.5","MIT","https://github.com/zaggino/z-schema"
"zip-stream@4.1.0","MIT","https://github.com/archiverjs/node-zip-stream"
